sim,Area_ha,prop_hs,prop_hs_sim
0,18.245700999998302,0.354,0.354
0,18.09,0.354,0.354
0,17.64,0.354,0.354
0,17.46,0.354,0.354
0,16.830000000000002,0.354,0.354
0,16.604400000002048,0.354,0.354
0,16.560000000000002,0.354,0.354
0,16.470000000000002,0.354,0.354
0,16.02,0.354,0.354
0,15.930000000000001,0.354,0.354
0,15.75,0.354,0.354
0,15.57,0.354,0.354
0,15.57,0.354,0.354
0,15.48,0.354,0.354
0,15.21,0.354,0.354
0,15.030000000000001,0.354,0.354
0,14.49,0.354,0.354
0,14.22,0.354,0.354
0,14.040000000000001,0.354,0.354
0,13.950000000000001,0.354,0.354
0,13.770000000000001,0.354,0.354
0,13.680000000000001,0.354,0.354
0,13.23,0.354,0.354
0,12.96,0.354,0.354
0,12.780000000000001,0.354,0.354
0,12.690000000000001,0.354,0.354
0,12.51,0.354,0.354
0,12.51,0.354,0.354
0,12.51,0.354,0.354
0,12.33,0.354,0.354
0,11.790000000000001,0.354,0.354
0,11.790000000000001,0.354,0.354
0,11.610000000000001,0.354,0.354
0,11.43,0.354,0.354
0,11.25,0.354,0.354
0,11.25,0.354,0.354
0,11.16,0.354,0.354
0,10.89,0.354,0.354
0,10.89,0.354,0.354
0,10.530000000000001,0.354,0.354
0,10.440000000000001,0.354,0.354
0,10.35,0.354,0.354
0,10.26,0.354,0.354
0,10.26,0.354,0.354
0,10.26,0.354,0.354
0,9.99,0.354,0.354
0,9.540000000000001,0.354,0.354
0,9.540000000000001,0.354,0.354
0,9.540000000000001,0.354,0.354
0,9.450000000000001,0.354,0.354
0,9.360000000000001,0.354,0.354
0,9.360000000000001,0.354,0.354
0,9.27,0.354,0.354
0,9.18,0.354,0.354
0,9.18,0.354,0.354
0,9.059649357022568,0.354,0.354
0,9,0.354,0.354
0,9,0.354,0.354
0,8.91,0.354,0.354
0,8.64,0.354,0.354
0,8.55,0.354,0.354
0,8.370000000000001,0.354,0.354
0,8.370000000000001,0.354,0.354
0,8.370000000000001,0.354,0.354
0,8.280000000000001,0.354,0.354
0,8.1,0.354,0.354
0,8.01,0.354,0.354
0,7.74,0.354,0.354
0,7.74,0.354,0.354
0,7.65,0.354,0.354
0,7.470000000000001,0.354,0.354
0,7.380000000000001,0.354,0.354
0,7.380000000000001,0.354,0.354
0,7.29,0.354,0.354
0,7.11,0.354,0.354
0,7.02,0.354,0.354
0,7.02,0.354,0.354
0,7.02,0.354,0.354
0,6.930000000000001,0.354,0.354
0,6.66,0.354,0.354
0,6.66,0.354,0.354
0,6.57,0.354,0.354
0,6.57,0.354,0.354
0,6.48,0.354,0.354
0,6.48,0.354,0.354
0,6.390000000000001,0.354,0.354
0,6.300000000000001,0.354,0.354
0,6.21,0.354,0.354
0,6.03,0.354,0.354
0,6.03,0.354,0.354
0,5.94,0.354,0.354
0,5.850000000000001,0.354,0.354
0,5.850000000000001,0.354,0.354
0,5.850000000000001,0.354,0.354
0,5.755454080528021,0.354,0.354
0,5.67,0.354,0.354
0,5.67,0.354,0.354
0,5.58,0.354,0.354
0,5.58,0.354,0.354
0,5.49,0.354,0.354
0,5.49,0.354,0.354
0,5.4,0.354,0.354
0,5.4,0.354,0.354
0,5.31,0.354,0.354
0,5.31,0.354,0.354
0,5.31,0.354,0.354
0,5.220000000000001,0.354,0.354
0,5.220000000000001,0.354,0.354
0,5.220000000000001,0.354,0.354
0,5.220000000000001,0.354,0.354
0,5.13,0.354,0.354
0,5.13,0.354,0.354
0,5.13,0.354,0.354
0,5.13,0.354,0.354
0,5.13,0.354,0.354
0,5.04,0.354,0.354
0,5.04,0.354,0.354
0,5.04,0.354,0.354
0,5.04,0.354,0.354
0,5.04,0.354,0.354
0,4.95,0.354,0.354
0,4.95,0.354,0.354
0,4.95,0.354,0.354
0,4.95,0.354,0.354
0,4.86,0.354,0.354
0,4.86,0.354,0.354
0,4.86,0.354,0.354
0,4.77,0.354,0.354
0,4.77,0.354,0.354
0,4.77,0.354,0.354
0,4.77,0.354,0.354
0,4.680000000000001,0.354,0.354
0,4.680000000000001,0.354,0.354
0,4.5,0.354,0.354
0,4.5,0.354,0.354
0,4.5,0.354,0.354
0,4.5,0.354,0.354
0,4.5,0.354,0.354
0,4.5,0.354,0.354
0,4.41,0.354,0.354
0,4.32,0.354,0.354
0,4.32,0.354,0.354
0,4.32,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.23,0.354,0.354
0,4.140000000000001,0.354,0.354
0,4.05,0.354,0.354
0,4.05,0.354,0.354
0,4.05,0.354,0.354
0,4.05,0.354,0.354
0,4.05,0.354,0.354
0,3.96,0.354,0.354
0,3.96,0.354,0.354
0,3.96,0.354,0.354
0,3.96,0.354,0.354
0,3.87,0.354,0.354
0,3.87,0.354,0.354
0,3.87,0.354,0.354
0,3.87,0.354,0.354
0,3.78,0.354,0.354
0,3.78,0.354,0.354
0,3.78,0.354,0.354
0,3.78,0.354,0.354
0,3.78,0.354,0.354
0,3.69,0.354,0.354
0,3.684507501596213,0.354,0.354
0,3.6,0.354,0.354
0,3.6,0.354,0.354
0,3.6,0.354,0.354
0,3.6,0.354,0.354
0,3.6,0.354,0.354
0,3.6,0.354,0.354
0,3.51,0.354,0.354
0,3.51,0.354,0.354
0,3.51,0.354,0.354
0,3.51,0.354,0.354
0,3.51,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.42,0.354,0.354
0,3.33,0.354,0.354
0,3.33,0.354,0.354
0,3.33,0.354,0.354
0,3.33,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.24,0.354,0.354
0,3.15,0.354,0.354
0,3.15,0.354,0.354
0,3.15,0.354,0.354
0,3.15,0.354,0.354
0,3.15,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,3.06,0.354,0.354
0,2.97,0.354,0.354
0,2.97,0.354,0.354
0,2.97,0.354,0.354
0,2.97,0.354,0.354
0,2.97,0.354,0.354
0,2.97,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.88,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.79,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.7,0.354,0.354
0,2.61,0.354,0.354
0,2.61,0.354,0.354
0,2.61,0.354,0.354
0,2.61,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.52,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.43,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.34,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.25,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.16,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,2.07,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.98,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.89,0.354,0.354
0,1.858836070825532,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.8,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.71,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.62,0.354,0.354
0,1.617593309274316,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.53,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.44,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.35,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.26,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.17,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.08,0.354,0.354
0,1.03055114428699,0.354,0.354
1,3308.7457949572513,0.45,0.453
1,1848.5313789080733,0.45,0.453
1,1720.6375190317538,0.45,0.453
1,1468.3028306912472,0.45,0.453
1,1167.4333696710817,0.45,0.453
1,1164.0904484540897,0.45,0.453
1,1158.7670078471176,0.45,0.453
1,827.9143835856695,0.45,0.453
1,814.2577643774154,0.45,0.453
1,711.0828090728382,0.45,0.453
1,690.9299211623073,0.45,0.453
1,665.451288486601,0.45,0.453
1,642.5143034667421,0.45,0.453
1,542.4041503465593,0.45,0.453
1,451.8207657463327,0.45,0.453
1,451.7261469724253,0.45,0.453
1,409.6561917102184,0.45,0.453
1,327.07523487741315,0.45,0.453
1,299.53943509616516,0.45,0.453
1,285.5787057282418,0.45,0.453
1,245.74410288174303,0.45,0.453
1,232.74760182519444,0.45,0.453
1,226.75671800704748,0.45,0.453
1,225.14261711167842,0.45,0.453
1,218.74495888471753,0.45,0.453
1,218.0503188550938,0.45,0.453
1,211.45689667418117,0.45,0.453
1,203.52302644906567,0.45,0.453
1,199.10760736273753,0.45,0.453
1,190.4645362394102,0.45,0.453
1,187.4954773231331,0.45,0.453
1,177.87149568681568,0.45,0.453
1,175.48507599165032,0.45,0.453
1,175.1609561127987,0.45,0.453
1,162.65034802346938,0.45,0.453
1,159.85125814927184,0.45,0.453
1,156.48817798960806,0.45,0.453
1,155.975258950514,0.45,0.453
1,154.3724193397239,0.45,0.453
1,141.01813954289332,0.45,0.453
1,140.96744549605177,0.45,0.453
1,121.57110170720556,0.45,0.453
1,114.73563869074844,0.45,0.453
1,107.34799983903915,0.45,0.453
1,103.23305730938726,0.45,0.453
1,101.1255631729249,0.45,0.453
1,98.61246629500091,0.45,0.453
1,98.33091371871942,0.45,0.453
1,94.83007032745556,0.45,0.453
1,93.11898643725664,0.45,0.453
1,85.81927427093939,0.45,0.453
1,80.86620659662188,0.45,0.453
1,75.91028030611277,0.45,0.453
1,75.10757706822679,0.45,0.453
1,72.56639914965741,0.45,0.453
1,69.51586804501527,0.45,0.453
1,69.25125265489184,0.45,0.453
1,68.71352674245388,0.45,0.453
1,68.35329855506718,0.45,0.453
1,67.27261399318427,0.45,0.453
1,65.2913589624323,0.45,0.453
1,62.949875744389374,0.45,0.453
1,60.964058987252415,0.45,0.453
1,59.227395656181585,0.45,0.453
1,57.8166240742743,0.45,0.453
1,54.57130813540034,0.45,0.453
1,52.668834739540145,0.45,0.453
1,51.310308257414405,0.45,0.453
1,50.79217442028672,0.45,0.453
1,49.01655139388256,0.45,0.453
1,48.08224646903277,0.45,0.453
1,47.45677870527618,0.45,0.453
1,46.73960731244348,0.45,0.453
1,46.73413131233715,0.45,0.453
1,42.59698315752484,0.45,0.453
1,42.41686906387434,0.45,0.453
1,41.69641268910393,0.45,0.453
1,34.1316207540989,0.45,0.453
1,31.42990934878588,0.45,0.453
1,30.259167739797757,0.45,0.453
1,29.178483177713307,0.45,0.453
1,29.088426130834222,0.45,0.453
1,29.0884261308115,0.45,0.453
1,28.277912709213048,0.45,0.453
1,27.64751338137165,0.45,0.453
1,26.116543584918976,0.45,0.453
1,25.508352701063455,0.45,0.453
1,25.306030163351075,0.45,0.453
1,25.125916069612654,0.45,0.453
1,24.495516741693766,0.45,0.453
1,24.315402648111434,0.45,0.453
1,23.865117413853856,0.45,0.453
1,23.685003320145235,0.45,0.453
1,23.43641013690904,0.45,0.453
1,23.05460399220884,0.45,0.453
1,22.964546945391596,0.45,0.453
1,22.784432851701975,0.45,0.453
1,22.24409057064839,0.45,0.453
1,22.203926411738994,0.45,0.453
1,21.883862383265793,0.45,0.453
1,21.163406008488685,0.45,0.453
1,20.5330066805847,0.45,0.453
1,20.172778493168206,0.45,0.453
1,18.91197983738482,0.45,0.453
1,18.011409368939326,0.45,0.453
1,18.011409368900956,0.45,0.453
1,17.921352322117613,0.45,0.453
1,17.921352322086694,0.45,0.453
1,17.561124134714156,0.45,0.453
1,17.381010041037204,0.45,0.453
1,17.200895947309213,0.45,0.453
1,17.020781853627042,0.45,0.453
1,16.300325478880108,0.45,0.453
1,15.940097291538866,0.45,0.453
1,15.039526823064685,0.45,0.453
1,13.868785214088113,0.45,0.453
1,13.688671120382102,0.45,0.453
1,13.508557026710735,0.45,0.453
1,13.328442933003977,0.45,0.453
1,13.328442932997644,0.45,0.453
1,12.51792951141745,0.45,0.453
1,12.517929511388765,0.45,0.453
1,11.707416089795158,0.45,0.453
1,11.437244949257375,0.45,0.453
1,11.347187902399899,0.45,0.453
1,11.257130855580792,0.45,0.453
1,11.257130855572225,0.45,0.453
1,11.07701676189676,0.45,0.453
1,10.356560387137533,0.45,0.453
1,10.176446293442325,0.45,0.453
1,9.996332199745998,0.45,0.453
1,9.81621810606569,0.45,0.453
1,9.726161059226095,0.45,0.453
1,9.726161059218272,0.45,0.453
1,9.546046965541692,0.45,0.453
1,9.185818778192997,0.45,0.453
1,9.00570468449667,0.45,0.453
1,8.64547649708949,0.45,0.453
1,8.28524830971174,0.45,0.453
1,8.285248309710623,0.45,0.453
1,8.105134216013552,0.45,0.453
1,8.015077169186622,0.45,0.453
1,7.925020122337342,0.45,0.453
1,7.7449060286462315,0.45,0.453
1,7.654848981801421,0.45,0.453
1,7.474734888109565,0.45,0.453
1,7.384677841269598,0.45,0.453
1,7.294620794429258,0.45,0.453
1,7.204563747579605,0.45,0.453
1,7.0244496539011605,0.45,0.453
1,7.0244496538668875,0.45,0.453
1,6.93439260705188,0.45,0.453
1,6.934392607044429,0.45,0.453
1,6.934392607025803,0.45,0.453
1,6.754278513348475,0.45,0.453
1,6.5741644196499145,0.45,0.453
1,6.484107372824103,0.45,0.453
1,6.4841073728069665,0.45,0.453
1,6.213936232288555,0.45,0.453
1,6.0338221385937185,0.45,0.453
1,5.943765091763065,0.45,0.453
1,5.943765091743693,0.45,0.453
1,5.943765091742203,0.45,0.453
1,5.943765091741085,0.45,0.453
1,5.853708044901118,0.45,0.453
1,5.853708044900373,0.45,0.453
1,5.673593951218203,0.45,0.453
1,5.673593951217085,0.45,0.453
1,5.6735939512152225,0.45,0.453
1,5.673593951211125,0.45,0.453
1,5.583536904369295,0.45,0.453
1,5.583536904367432,0.45,0.453
1,5.313365763838962,0.45,0.453
1,5.313365763835609,0.45,0.453
1,5.043194623317942,0.45,0.453
1,5.043194623306394,0.45,0.453
1,5.043194623302296,0.45,0.453
1,5.0431946232676506,0.45,0.453
1,4.953137576463447,0.45,0.453
1,4.953137576454133,0.45,0.453
1,4.953137576452271,0.45,0.453
1,4.863080529608205,0.45,0.453
1,4.773023482768238,0.45,0.453
1,4.773023482765257,0.45,0.453
1,4.682966435934976,0.45,0.453
1,4.68296643591635,0.45,0.453
1,4.502852342224866,0.45,0.453
1,4.412795295389742,0.45,0.453
1,4.412795295386389,0.45,0.453
1,4.412795295380429,0.45,0.453
1,4.322738248551637,0.45,0.453
1,4.322738248544186,0.45,0.453
1,4.322738248542697,0.45,0.453
1,4.322738248542697,0.45,0.453
1,4.3227382485412065,0.45,0.453
1,4.322738248534501,0.45,0.453
1,4.2326812016982585,0.45,0.453
1,4.232681201697886,0.45,0.453
1,4.232681201696396,0.45,0.453
1,4.232681201694533,0.45,0.453
1,4.23268120168224,0.45,0.453
1,4.142624154864997,0.45,0.453
1,4.1426241548594085,0.45,0.453
1,4.14262415484339,0.45,0.453
1,4.052567108011618,0.45,0.453
1,4.052567108007148,0.45,0.453
1,3.9625100611682984,0.45,0.453
1,3.8724530143246056,0.45,0.453
1,3.8724530143246056,0.45,0.453
1,3.872453014319763,0.45,0.453
1,3.8724530143145475,0.45,0.453
1,3.87245301431194,0.45,0.453
1,3.872453014305979,0.45,0.453
1,3.692338920633495,0.45,0.453
1,3.692338920630515,0.45,0.453
1,3.692338920629397,0.45,0.453
1,3.512224826945737,0.45,0.453
1,3.5122248269431293,0.45,0.453
1,3.512224826939777,0.45,0.453
1,3.422167780099809,0.45,0.453
1,3.4221677800964567,0.45,0.453
1,3.332110733252764,0.45,0.453
1,3.3321107332509015,0.45,0.453
1,3.3321107332445683,0.45,0.453
1,3.332110733242333,0.45,0.453
1,3.2420536864191294,0.45,0.453
1,3.2420536864131693,0.45,0.453
